,Codi municipi,Habitants,Municipi,MUNICIPI_CODI,RECOMPTE,Taxa_vacunacio
701,25696860,1920,SANT LLORENÇ DE MORUNYS,8515234.0,1054.0,54.895833333333336
702,17514828,530,SANT LLORENÇ DE LA MUGA,2661505.0,222.0,41.88679245283019
703,8391540,3264,SANT MARTÍ SARROCA,4681163.0,2828.0,86.6421568627451
704,8393172,684,SANT MARTÍ SESGUEIOLES,1851300.0,344.0,50.29239766081871
705,17516970,502,SANT MARTÍ VELL,2301182.0,204.0,40.63745019920319
706,8389602,228,SANT MARTÍ D'ALBARS,,,
707,8389296,2368,SANT MARTÍ DE CENTELLES,3560992.0,1004.0,42.39864864864865
708,17516358,1282,SANT MARTÍ DE LLÉMENA,4241484.0,498.0,38.84555382215289
709,26420550,1278,SANT MARTÍ DE RIUCORB,6320088.0,718.0,56.18153364632238
710,8390928,2456,SANT MARTÍ DE TOUS,2722806.0,1050.0,42.75244299674267
711,8394498,1216,SANT MATEU DE BAGES,2542761.0,650.0,53.45394736842105
712,17517480,458,SANT MIQUEL DE CAMPMAJOR,2043706.0,186.0,40.61135371179039
713,17518806,1522,SANT MIQUEL DE FLUVIÀ,5169675.0,686.0,45.07227332457293
714,17520132,332,SANT MORI,,,
715,17520744,1376,SANT PAU DE SEGÚRIES,4843914.0,737.0,53.56104651162791
716,17522376,3069,SANT PERE PESCADOR,7111692.0,1622.0,52.85109156076898
717,8353494,302,SANT PERE SALLAVINERA,,,
718,8395620,31142,SANT PERE DE RIBES,9696118.0,26451.0,84.93674137820307
719,8397150,2382,SANT PERE DE RIUDEBITLLES,4412352.0,2181.0,91.5617128463476
720,8397762,2472,SANT PERE DE TORELLÓ,3951840.0,2153.0,87.09546925566343
721,8399292,4548,SANT PERE DE VILAMAJOR,6241372.0,3866.0,85.00439753737908
722,8400618,5433,SANT POL DE MAR,6522120.0,4862.0,89.4901527701086
723,8400924,2319,SANT QUINTÍ DE MEDIONA,4225068.0,1939.0,83.61362656317378
724,8404494,1262,SANT QUIRZE SAFAJA,2150379.0,430.0,34.0729001584786
725,8402556,2156,SANT QUIRZE DE BESORA,4275003.0,2293.0,106.3543599257885
726,8403168,20215,SANT QUIRZE DEL VALLÈS,9852648.0,19352.0,95.73089290131091
727,25698390,974,SANT RAMON,5895396.0,462.0,47.43326488706365
728,8404902,12853,SANT SADURNÍ D'ANOIA,7778560.0,11936.0,92.86547887652688
729,8406636,152,SANT SADURNÍ D'OSORMORT,,,
730,8260266,3224,SANT SALVADOR DE GUARDIOLA,4850702.0,2910.0,90.2605459057072
731,8428056,9776,SANT VICENÇ DE CASTELLET,7444062.0,8738.0,89.3821603927987
732,8430198,6458,SANT VICENÇ DE MONTALT,6793008.0,5434.0,84.14369773923815
733,8430504,2060,SANT VICENÇ DE TORELLÓ,3892815.0,1916.0,93.00970873786409
734,8428668,28296,SANT VICENÇ DELS HORTS,10642744.0,25012.0,88.39411931014985
735,44001168,3718,SANTA BÀRBARA,28255390.0,3733.0,100.40344271113501
736,8408778,364,SANTA CECÍLIA DE VOLTREGÀ,,,
737,8409288,8276,SANTA COLOMA DE CERVELLÓ,7938972.0,7912.0,95.60173997100048
738,17524110,13376,SANTA COLOMA DE FARNERS,15393280.0,11667.0,87.22338516746412
739,8410614,103386,SANTA COLOMA DE GRAMENET,13934050.0,105281.0,101.83293676126361
740,44002494,2674,SANTA COLOMA DE QUERALT,23899006.0,2886.0,107.92819745699327
741,17524824,5292,SANTA CRISTINA D'ARO,11167650.0,4275.0,80.78231292517006
742,8410920,2280,SANTA EUGÈNIA DE BERGA,4015802.0,2126.0,93.24561403508773
743,8412552,2766,SANTA EULÀLIA DE RIUPRIMER,2886450.0,1116.0,40.3470715835141
744,8413164,7433,SANTA EULÀLIA DE RONÇANA,7200504.0,6566.0,88.33579981165074
745,8414490,734,SANTA FE DEL PENEDÈS,1699294.0,329.0,44.822888283378745
746,17526354,736,SANTA LLOGAIA D'ÀLGUEMA,2800666.0,294.0,39.94565217391305
747,8415816,10235,SANTA MARGARIDA DE MONTBUI,6880500.0,8461.0,82.66731802638006
748,8416530,7683,SANTA MARGARIDA I ELS MONJOS,6155246.0,6261.0,81.49160484185865
749,8424078,2048,SANTA MARIA D'OLÓ,2898558.0,977.0,47.705078125
750,8418672,322,SANTA MARIA DE BESORA,,,
751,8421834,1780,SANTA MARIA DE MARTORELLES,3153792.0,770.0,43.258426966292134
752,8420508,368,SANTA MARIA DE MERLÈS,,,
753,8422446,238,SANTA MARIA DE MIRALLES,,,
754,8424384,9639,SANTA MARIA DE PALAUTORDERA,7515690.0,8316.0,86.27450980392157
755,44002902,3356,SANTA OLIVA,25538880.0,2777.0,82.74731823599524
756,17528496,3228,SANTA PAU,6512736.0,1475.0,45.69392812887237
757,8425812,26024,SANTA PERPÈTUA DE MOGODA,10325000.0,22898.0,87.98801106670766
758,8426526,3551,SANTA SUSANNA,5047471.0,2665.0,75.04928189242467
759,8356146,7611,SANTPEDOR,6094848.0,7211.0,94.74444882407043
760,44005146,3076,SARRAL,15746830.0,1327.0,43.1404421326398
761,17530128,5234,SARRIÀ DE TER,11256830.0,5042.0,96.33167749331295
762,25705734,232,SARROCA DE BELLERA,,,
763,25704000,716,SARROCA DE LLEIDA,5468400.0,438.0,61.1731843575419
764,17530740,1712,"SAUS, CAMALLERA I LLAMPAIES",5431092.0,768.0,44.85981308411215
765,44006778,106,SAVALLÀ DEL COMTAT,,,
766,44007288,3416,"SECUITA, LA",,,
767,17532372,390,"SELVA DE MAR, LA",,,
768,44008614,5688,"SELVA DEL CAMP, LA",,,
769,44008920,88,SENAN,,,
770,25706244,278,SENTERADA,,,
771,25535904,828,"SENTIU DE SIÓ, LA",,,
772,8432442,9244,SENTMENAT,7713111.0,8020.0,86.75897879705755
773,17534106,2266,SERINYÀ,5775840.0,873.0,38.526037069726385
774,17534820,444,SERRA DE DARÓ,2423931.0,212.0,47.74774774774775
775,25708386,2845,SERÒS,11114964.0,1869.0,65.69420035149385
776,17536350,340,SETCASES,,,
777,25707876,12218,"SEU D'URGELL, LA",,,
778,8434380,3547,SEVA,5068897.0,3054.0,86.10093036368762
779,25709712,1496,SIDAMON,6830555.0,728.0,48.663101604278076
780,17536962,6225,SILS,12086679.0,5308.0,85.26907630522088
781,8435808,29582,SITGES,9932270.0,25780.0,87.14758975052396
782,17393448,342,SIURANA,,,
783,8436522,156,SOBREMUNT,,,
784,25711038,664,"SOLERÀS, EL",,,
785,44010552,1264,SOLIVELLA,10441574.0,682.0,53.95569620253164
786,25711650,9146,SOLSONA,20089979.0,8401.0,91.85436256286901
787,8438052,424,SORA,,,
788,25712262,840,SORIGUERA,3428288.0,204.0,24.285714285714285
789,25713588,2156,SORT,11394468.0,2162.0,100.27829313543599
790,25715016,3522,SOSES,10134420.0,2087.0,59.256104486087445
791,8438664,3107,SUBIRATS,5129260.0,3011.0,96.91020276794336
792,25715730,1680,SUDANELL,8571740.0,1024.0,60.952380952380956
793,25716240,686,SUNYER,4286040.0,345.0,50.29154518950437
794,17538492,186,SUSQUEDA,,,
795,43905390,5645,"SÉNIA, LA",,,
796,8440194,5953,SÚRIA,6594378.0,6732.0,113.08583907273643
797,8441826,636,TAGAMANENT,1456576.0,243.0,38.20754716981132
798,8443458,418,TALAMANCA,,,
799,25719708,1190,TALARN,3832680.0,332.0,27.899159663865547
800,25721034,558,TALAVERA,,,
801,17539818,908,"TALLADA D'EMPORDÀ, LA",,,
802,8444070,6646,TARADELL,6291280.0,5943.0,89.42220884742702
803,44011164,103612,TARRAGONA,67440324.0,130266.0,125.72481951897463
804,25723584,376,TARROJA DE SEGARRA,,,
805,25723278,204,TARRÉS,,,
806,8445804,210,TAVERTET,,,
807,8440500,644,TAVÈRNOLES,1506050.0,259.0,40.21739130434783
808,8447538,6433,TEIÀ,7900074.0,6377.0,99.12948857453753
809,17540124,676,TERRADES,3267240.0,316.0,46.74556213017752
810,8445396,29484,TERRASSA,14297833.0,200146.0,678.8291954958621
811,8448048,8953,TIANA,8323410.0,8552.0,95.5210543951748
812,25727256,154,TIURANA,,,
813,44012490,1804,TIVENYS,14023425.0,1079.0,59.811529933481154
814,44013816,3238,TIVISSA,20151050.0,1685.0,52.038295243977764
815,8448660,8364,TONA,6684381.0,7878.0,94.18938307030129
816,8450190,17536,TORDERA,8391692.0,14961.0,85.31592153284672
817,8451516,14414,TORELLÓ,6801985.0,12545.0,87.03343971139171
818,25729398,276,"TORMS, ELS",,,
819,25729704,1644,TORNABOUS,6381925.0,772.0,46.95863746958637
820,25731642,1518,"TORRE DE CABDELLA, LA",,,
821,8451822,3744,"TORRE DE CLARAMUNT, LA",,,
822,44014530,262,"TORRE DE FONTAUBELLA, LA",,,
823,44015040,1202,"TORRE DE L'ESPANYOL, LA",,,
824,25737864,796,TORRE-SERONA,5147532.0,419.0,52.63819095477387
825,25731030,534,TORREBESSES,4212742.0,299.0,55.99250936329588
826,44016672,16583,TORREDEMBARRA,38319864.0,14889.0,89.78471929084002
827,25733274,4698,TORREFARRERA,18744404.0,4520.0,96.21115368241804
828,26425956,1214,TORREFETA I FLOREJACS,6580378.0,470.0,38.71499176276771
829,25735008,2181,TORREGROSSA,11227350.0,2122.0,97.29481889041725
830,25735722,1470,TORRELAMEU,6610522.0,662.0,45.034013605442176
831,8453454,2844,TORRELAVIT,3646280.0,1225.0,43.07313642756681
832,8454066,2400,TORRELLES DE FOIX,4019680.0,1879.0,78.29166666666667
833,8455392,6079,TORRELLES DE LLOBREGAT,7294320.0,5205.0,85.62263530185886
834,17541756,328,TORRENT,,,
835,25737252,2368,TORRES DE SEGRE,12086128.0,2250.0,95.0168918918919
836,17542368,1406,TORROELLA DE FLUVIÀ,4437084.0,471.0,33.49928876244665
837,17543694,11847,TORROELLA DE MONTGRÍ,13277628.0,10074.0,85.03418586984046
838,44017182,304,TORROJA DEL PRIORAT,,,
839,17544102,1636,TORTELLÀ,4850400.0,738.0,45.11002444987775
840,44018508,33472,TORTOSA,53598510.0,34599.0,103.36699330783938
841,25727868,2474,TORÀ,9282064.0,1225.0,49.51495553759094
842,17545836,336,TOSES,,,
843,17546346,5823,TOSSA DE MAR,10751250.0,4805.0,82.51760261033832
844,25739394,5916,TREMP,15796484.0,6932.0,117.1737660581474
845,25721646,17462,TÀRREGA,23729197.0,15894.0,91.02050166074905
846,25725012,2720,TÉRMENS,9180080.0,1306.0,48.01470588235294
847,25725726,268,TÍRVIA,,,
848,8455800,2091,ULLASTRELL,4600950.0,1699.0,81.25298900047824
849,17549814,548,ULLASTRET,1995780.0,210.0,38.32116788321168
850,44019834,6531,ULLDECONA,28396648.0,5336.0,81.70264890522125
851,44020446,796,ULLDEMOLINS,7120905.0,419.0,52.63819095477387
852,17548488,2354,ULLÀ,4971956.0,844.0,35.853865760407814
853,17547978,450,ULTRAMORT,2029954.0,190.0,42.22222222222222
854,17550120,392,URÚS,,,
855,8457534,6838,VACARISSES,7486773.0,5515.0,80.65223749634396
856,17354688,178,"VAJOL, LA",,,
857,17551752,3096,"VALL D'EN BAS, LA",,,
858,17552364,2550,"VALL DE BIANYA, LA",,,
859,25544064,2038,"VALL DE BOÍ, LA",,,
860,26419020,700,VALL DE CARDÓS,,,
861,17553690,1794,VALL-LLOBREGA,5937105.0,808.0,45.039018952062435
862,8458044,2714,VALLBONA D'ANOIA,3225588.0,1206.0,44.43625644804716
863,25743270,486,VALLBONA DE LES MONGES,,,
864,8459676,498,VALLCEBRE,,,
865,44022078,176,VALLCLARA,,,
866,25745004,3812,VALLFOGONA DE BALAGUER,11231800.0,1683.0,44.15005246589717
867,17514114,392,VALLFOGONA DE RIPOLLÈS,,,
868,44022384,154,VALLFOGONA DE RIUCORB,,,
869,8460186,2990,VALLGORGUINA,4843696.0,2098.0,70.16722408026756
870,8461512,15327,VALLIRANA,8958600.0,13548.0,88.39303190448229
871,44023812,3548,VALLMOLL,16832400.0,1425.0,40.16347237880496
872,8462838,2560,VALLROMANES,5135224.0,2162.0,84.453125
873,44024526,24501,VALLS,41261916.0,23164.0,94.54307987429085
874,26424324,490,"VALLS D'AGUILAR, LES",,,
875,25744596,1568,"VALLS DE VALIRA, LES",,,
876,44026056,6609,VANDELLÒS I L'HOSPITALET DE L'INFANT,31119802.0,5717.0,86.50325313965804
877,26427894,298,"VANSA I FÓRNOLS, LA",,,
878,8463450,350,VECIANA,,,
879,44026668,38411,"VENDRELL, EL",,,
880,17555118,1692,VENTALLÓ,5765350.0,749.0,44.26713947990544
881,25747248,1804,VERDÚ,7597842.0,1004.0,55.654101995565405
882,17555832,2338,VERGES,6195960.0,1099.0,47.00598802395209
883,44028198,834,VESPELLA DE GAIÀ,,,
884,8464062,47677,VIC,10496970.0,37367.0,78.37531723892025
885,17557974,7958,VIDRERES,12169591.0,6400.0,80.42221663734607
886,17556342,354,VIDRÀ,,,
887,25747860,5616,VIELHA E MIJARAN,13530248.0,4838.0,86.14672364672364
888,44033808,2552,VILA-RODONA,16318260.0,1195.0,46.826018808777434
889,17575110,1516,VILA-SACRA,5031160.0,616.0,40.633245382585756
890,25757142,1468,VILA-SANA,7222072.0,719.0,48.97820163487738
891,44034522,22577,VILA-SECA,38249506.0,18504.0,81.95951632192053
892,44028504,1458,VILABELLA,12043035.0,725.0,49.72565157750343
893,17558484,1986,VILABERTRAN,5542908.0,949.0,47.784491440080565
894,17559810,3066,VILABLAREIX,9881410.0,2956.0,96.4122635355512
895,8465388,838,VILADA,1734491.0,432.0,51.551312649164686
896,17561748,916,VILADAMAT,4218165.0,494.0,53.930131004366814
897,17561136,412,VILADASENS,,,
898,8467530,67264,VILADECANS,12053052.0,60050.0,89.2750951474786
899,8466816,7552,VILADECAVALLS,7345500.0,7324.0,96.98093220338984
900,17562360,1670,VILADEMULS,5130964.0,760.0,45.50898203592814
901,17565114,2094,VILADRAU,5648160.0,899.0,42.93218720152818
902,17565828,5426,VILAFANT,11228092.0,5731.0,105.62108367121267
903,8471508,40194,VILAFRANCA DEL PENEDÈS,10356335.0,36997.0,92.04607652883516
904,25749390,1120,VILAGRASSA,5881852.0,496.0,44.285714285714285
905,17567970,2232,VILAJUÏGA,5855820.0,973.0,43.59318996415771
906,8472834,1506,VILALBA SASSERRA,2608084.0,693.0,46.015936254980076
907,44038500,1242,VILALBA DELS ARCS,9584850.0,731.0,58.85668276972624
908,25750716,1098,VILALLER,5049000.0,574.0,52.27686703096539
909,17568480,796,VILALLONGA DE TER,2945304.0,297.0,37.31155778894472
910,44029830,2407,VILALLONGA DEL CAMP,18863542.0,1875.0,77.89779808890735
911,17569806,754,VILAMACOLUM,2687100.0,242.0,32.09549071618037
912,17571132,2322,VILAMALLA,6132456.0,1059.0,45.60723514211886
913,17571744,424,VILAMANISCLE,,,
914,25752654,356,VILAMÒS,,,
915,17573376,772,VILANANT,3583424.0,325.0,42.09844559585492
916,44030442,1130,VILANOVA D'ESCORNALBOU,9539907.0,523.0,46.283185840707965
917,25753266,2366,VILANOVA DE BELLPUIG,9367008.0,1282.0,54.18427726120034
918,25755918,830,VILANOVA DE MEIÀ,3863250.0,377.0,45.42168674698795
919,44032074,214,VILANOVA DE PRADES,,,
920,8469672,624,VILANOVA DE SAU,1320177.0,249.0,39.90384615384615
921,25756632,1970,VILANOVA DE SEGRIÀ,10100400.0,980.0,49.746192893401016
922,25754592,400,VILANOVA DE L'AGUDA,,,
923,25759284,2176,VILANOVA DE LA BARCA,9748044.0,1134.0,52.11397058823529
924,8468040,12608,VILANOVA DEL CAMÍ,7604632.0,11021.0,87.4127538071066
925,9080448,5508,VILANOVA DEL VALLÈS,7450974.0,4814.0,87.4001452432825
926,8473446,67800,VILANOVA I LA GELTRÚ,11164608.0,64744.0,95.49262536873157
927,44032380,1110,VILAPLANA,9410842.0,484.0,43.6036036036036
928,8378280,9081,VILASSAR DE DALT,7647234.0,9208.0,101.39852439158683
929,8383482,21056,VILASSAR DE MAR,9681982.0,21042.0,99.93351063829788
930,44036052,886,VILAVERD,8159508.0,361.0,40.74492099322799
931,17567358,316,VILAÜR,,,
932,44036664,266,"VILELLA ALTA, LA",,,
933,44038194,408,"VILELLA BAIXA, LA",,,
934,17577966,3336,VILOBÍ D'ONYAR,8737131.0,2848.0,85.37170263788968
935,8470182,2204,VILOBÍ DEL PENEDÈS,2964528.0,1002.0,45.46279491833031
936,17577354,408,VILOPRIU,,,
937,25758774,346,"VILOSELL, EL",,,
938,44039826,1780,VIMBODÍ I POBLET,14075376.0,981.0,55.1123595505618
939,25760610,900,VINAIXA,5682375.0,509.0,56.55555555555556
940,44041458,850,VINEBRE,8505869.0,443.0,52.11764705882352
941,44042070,2126,VINYOLS I ELS ARCS,21286754.0,1736.0,81.65569143932268
942,8475078,344,VIVER I SERRATEIX,,,
943,43913142,2308,XERTA,18512360.0,1345.0,58.27556325823223
944,25502448,1160,ÀGER,5500440.0,538.0,46.37931034482759
945,8305860,3671,ÒDENA,4690368.0,3050.0,83.0836284391174
946,8316774,1516,ÒRRIUS,2698643.0,606.0,39.97361477572559
